swMATHId;git
44184;https://github.com/JuliaArrays/StaticArrays.jl
44183;https://github.com/Jutho/KrylovKit.jl
44178;https://github.com/JuliaSpace/SatelliteToolbox.jl
44177;https://github.com/benoitseron/BosonSampling.jl
44175;https://github.com/JuliaTurkuDataScience/FdeSolver.jl
44048;https://github.com/xharlie/DISN
44047;https://github.com/yuxng/PoseCNN
44043;https://github.com/weders/NeuralFusion
44042;https://github.com/weders/RoutedFusion
44039;https://github.com/Totoro97/NeuS
44038;https://github.com/totoro97/vid2curve
44037;https://github.com/FangjinhuaWang/PatchmatchNet
44036;https://github.com/VisualComputingInstitute/mots_tools
44035;https://github.com/EvgenyKashin/stylegan2-distillation
44033;https://github.com/SauravMaheshkar/ResMLP-Flax
44032;https://github.com/fabiotosi92/SMD-Nets
44030;https://github.com/scape-research/SOSNet
44028;https://github.com/yuruntian/L2-Net
44026;https://github.com/m-tassano/fastdvdnet
44025;https://github.com/m-tassano/dvdnet
44024;https://github.com/yunxiaoshi/Neural-IMage-Assessment
44022;https://github.com/google-research/opticalflow-autoflow
44020;https://github.com/cran/treemisc
44019;https://github.com/framefunVC/BSplineextension.jl
44017;https://github.com/vsitzmann/deepvoxels
44016;https://github.com/vsitzmann/metasdf
44015;https://github.com/chshin10/epinet
44013;https://github.com/puzzlepaint/surfelmeshing
44012;https://github.com/lmb-freiburg/autodispnet
44011;https://github.com/facebookresearch/frankmocap
44010;https://github.com/naver/r2d2
44009;https://github.com/RenYurui/StructureFlow
44008;https://github.com/cvlab-epfl/MeshSDF
44007;https://github.com/creiser/kilonerf/
44006;https://github.com/zju3dv/pvnet
44005;https://github.com/google/hypernerf
44004;https://github.com/JunHeum/BMBC
44001;https://github.com/End-to-end-provenance/RDataTracker
44000;https://github.com/dolthub/dolt
43999;https://github.com/cran/dtrackr
43998;https://github.com/cran/rigr
43997;https://github.com/cran/parmsurvfit
43996;https://github.com/VictorSuciu/prunetrain
43995;https://github.com/maciejzieba/binGAN
43994;https://github.com/fuzzdb-project/fuzzdb
43993;https://github.com/T-Obuchi/SLRpackage_AcceleratedCV_matlab
43991;https://github.com/meelgroup/bosphorus
43990;https://github.com/d-kfmnn/amulet2
43987;https://github.com/anqif/adarad
43986;https://github.com/facebookresearch/DeepHandMesh
43985;https://github.com/ducha-aiki/wide-baseline-stereo-blog/
43984;https://github.com/timmeinhardt/trackformer
43983;https://github.com/sacmehta/ESPNet/
43982;https://github.com/XinArkh/VNect
43979;https://github.com/erikalu/omnimatte
43977;https://github.com/microsoft/Oscar
43974;https://github.com/KAIST-VCLAB/texturefusion
43973;https://github.com/HyeongminLEE/AdaCoF-pytorch
43972;https://github.com/google-research/big_transfer
43971;https://github.com/laurentkneip/opengv
43970;https://github.com/cog-imperial/drill-scheduling
43969;https://github.com/cog-imperial/rogp
43968;https://github.com/joshloyal/drforest
43967;https://github.com/ManuelNavarroGarcia/cpsplines
43966;https://github.com/rozyangno/sce
43965;https://github.com/ShufeiGe/Shape-Modeling-with-Spline-Partitions
43964;https://sourceforge.net/projects/formscanner/files/1.1.3/
43963;https://github.com/SymbiFlow
43961;https://github.com/scarv/xcrypto
43960;https://github.com/Hovakhshatra/MCKR_App/tree/v1.0
43959;https://github.com/forestry-labs/causalToolbox
43958;https://github.com/JohannMitteramskogler/AGADE
43957;https://github.com/cran/groupTesting
43956;https://github.com/duxingren14/DualGAN
43955;https://github.com/sxyu/pixel-nerf
43954;https://github.com/sxyu/volrend
43952;https://github.com/Kai-46/nerfplusplus
43951;https://github.com/Kai-46/PhySG
43949;https://github.com/zdzhaoyong/GSLAM
43948;https://github.com/x007dwd/StructSLAM
43947;https://github.com/zhou13/neurvps
43946;https://github.com/zhixuanli/StereoNet
43945;https://github.com/deepmedic/deepmedic
43944;https://github.com/suyogduttjain/fusionseg
43938;https://github.com/dingmyu/CamNet
43935;https://github.com/germain-hug/S2DNet-Minimal
43931;https://github.com/twhui/LiteFlowNet3
43930;https://github.com/phuang17/DeepMVS
43929;https://github.com/hjwdzh/FrameNet
43928;https://github.com/barisgecer/GANFit
43927;https://github.com/uber-research/DeepPruner
43926;https://github.com/harskish/ganspace
43925;https://github.com/niessner/BundleFusion
43924;https://github.com/clausmichele/ViDeNN
43923;https://github.com/JingchunCheng/SegFlow
43920;https://github.com/kbatsos/RecResNet
43918;https://github.com/danini/magsac
43916;https://github.com/brownvc/matryodshka
43915;https://github.com/google-research/scenic/tree/main/scenic/projects/vivit
43914;https://github.com/ekiciburak/CatTheo
43910;https://github.com/ERATOMMSD/qcl_tap_2021
43908;https://github.com/ianhyland/Protege-TS
43904;https://github.com/GoelandProver/Goeland
43903;https://github.com/vortexmethods/VM2D
43902;https://github.com/vvflow/vvflow
771;https://svn.r-project.org/R/trunk/
4557;https://github.com/tidyverse/ggplot2
44449;https://github.com/NTCColumbia/moco
44448;https://github.com/grg2rsr/ILTIS
44447;https://github.com/galizia-lab/pyview
44446;https://github.com/wasiur/dynamic_survival_analysis
44445;https://github.com/PQCLab/pyRootTomography
44444;https://github.com/PQCLab/pyQTB
44443;https://github.com/PQCLab/mQTB
44442;https://github.com/PQCLab/mRootTomography
44441;https://github.com/qMLE/qMLE
44440;https://github.com/Jianxun-Wang/phygeonet
44439;https://github.com/Duankaiwen/CenterNet
44438;https://github.com/zoraup/SPNet
44437;https://github.com/JunweiLiang/aicity_action
44436;https://github.com/tianyuan168326/EAN-Pytorch
44435;https://github.com/TACJu/TransFG
44433;https://github.com/difuture-lmu/dsBinVal
44432;https://github.com/OptMLGroup/SONIA
44431;https://github.com/blind-contours/CVtreeMLE
44430;https://github.com/minaskar/hankl
44429;https://github.com/jameskermode/f90wrap
44428;https://github.com/liuhao-cn/fastSHT
44427;https://github.com/CosmoStatGW/WF4Py
44426;https://github.com/CosmoStatGW/gwfast
44425;https://github.com/pyeve/cerberus
44422;https://github.com/jonaselgammal/GPry
44421;https://github.com/arjunsavel/SImMER
44420;https://github.com/astrosupriyo/pyTANSPEC
44419;https://bitbucket.org/csabiu/gramsci/src/master/
44418;https://bitbucket.org/bolejko/simsilun/src/master/
44416;https://gitlab.com/cosmology-aifa/ligerv2
44415;https://github.com/jmd-dk/concept/
44413;https://github.com/davidegua/max_geo_compression
44412;https://github.com/franciscovillaescusa/Pylians3
44411;https://github.com/pigimonaco/Pinocchio
44410;https://bitbucket.org/tassev/colacode/src/hg/
44409;https://github.com/franciscovillaescusa/Quijote-simulations
44408;https://bitbucket.org/dpotter/pkdgrav3/src/master/
44406;https://github.com/uchuuproject
44405;https://github.com/lgarrison/AbacusCosmos
44404;https://github.com/AemulusProject
44403;https://bitbucket.org/rangulo/baccoemu/src/master/
44402;https://github.com/tobias-liaudat/wf-psf
44401;https://github.com/heatherprince/planck-low-py
44399;https://github.com/CompiledAtBirth/pyCARPool
44398;https://github.com/marius311/pypico
44397;https://github.com/alessiospuriomancini/cosmopower
44396;https://github.com/undark-lab/swyft
44395;https://github.com/TikhonJelvis/RL-book
44394;https://github.com/OriginQ/QPanda/tree/master/QRunes
44393;https://gitlab.com/m4103/matchmaker-eft
44392;https://github.com/aethomsen/SMEFTflavor
44391;https://github.com/cran/symengine
44390;https://github.com/inrae/RCaNmodel/
44389;https://github.com/mrempel/geohexviz
44388;https://github.com/cran/nptest
44387;https://github.com/cran/robnptests
44386;https://github.com/cran/bigtime
44385;https://github.com/cran/LSVAR
44384;https://github.com/cran/fnets
44383;https://github.com/cran/pder
44382;https://github.com/cran/posterior
44381;https://github.com/cran/tvem
44380;https://github.com/cran/fixest
44379;https://github.com/cran/dynamite
44378;https://github.com/cran/cusum
44377;https://github.com/cran/funnelR
44376;https://github.com/cran/success
44375;https://github.com/cran/SelectionBias
44374;https://github.com/ChenyuzZZ73/rMultiNet
44372;https://github.com/cran/DynForest
44371;https://github.com/neural-structured-additive-learning/mixdistreg
44370;https://github.com/Unbabel/COMET
44369;https://github.com/nucypher/nufhe
44368;https://github.com/rethinkdb/rethinkdb
44367;https://github.com/nucypher/zerodb
44366;https://github.com/cryptograph/stealthdb
44358;https://github.com/deib-polimi/TRex
44355;https://github.com/splay-project/splay
44353;https://github.com/fmaia/dataflasks
44343;https://github.com/elastest/elastest
44341;https://github.com/jopereira/minha
44340;https://github.com/meyer-nils/fiberoripy
44339;https://github.com/Crunch-UQ4MI/neuraluq
44333;https://github.com/crossecore/oclinecore
44330;https://github.com/LLNL/Juqbox.jl
44327;https://github.com/DanielBrosch/SDPSymmetryReduction.jl
44326;https://github.com/MichielStock/Kronecker.jl
44322;https://git.rz.tu-bs.de/irmb/virtualfluids
44318;https://github.com/BorisNLatosh/FeynGrav
44314;https://github.com/cran/studyStrap
44309;https://github.com/cran/Bayesiantreg
43777;https://gitlab.insa-rennes.fr/Jeremy.Omer/MinDouble
43770;https://github.com/gaogaotiantian/viztracer/
43769;https://github.com/predict-idlab/tsflex
43768;https://github.com/SpectraSorter/SpectraSorter/
43765;https://github.com/pbrcunisa/RootAnalyzer
43764;https://github.com/ProfMJSimpson/Exit_time
43763;https://github.com/ckadelka/BooleanCanalization
43762;https://github.com/fairmandering/fairmandering_paper
43761;https://github.com/ghoshanirban/unitdiskcoveralgorithms
43760;https://github.com/shahaneshantanu/memphys
43759;https://github.com/cran/breakpoint
43758;https://github.com/cran/ocp
43757;https://github.com/cran/paramtest
43756;https://github.com/cran/onlineBcp
43755;https://github.com/gems-uff/noworkflow
43753;https://github.com/ElsevierSoftwareX/SOFTX_2019_102
43752;https://github.com/laristra/flecsph
43751;https://github.com/ap--/python-seabreeze
43747;https://github.com/drlukeparry/pycork
43746;https://github.com/CONMAD-CIDESIMX/MaSMaker
43745;https://github.com/ElsevierSoftwareX/SOFTX-D-22-00010
43744;https://github.com/mitigation-controller/mitc
43743;https://github.com/eamontoyaa/pysigmap
43740;https://github.com/anntzer/mplcursors
43739;https://github.com/saadgroup/pymodpde
43738;https://github.com/dagghe/PyOMA
43737;https://github.com/rburing/kontsevich_graph_series-cpp
43736;https://github.com/funstatpackages/TPST
43735;https://github.com/funstatpackages/STARX
43734;https://github.com/FIRST-Data-Lab/Triangulation
43731;https://github.com/mcimini/lang-n-play
43730;https://github.com/Benny44/LADEL
43729;https://github.com/HwanGoh/uq-vae
43728;https://github.com/cran/pksensi
43727;https://github.com/Iourarum/GOPY
43723;https://github.com/heremaps/pptk
43722;https://github.com/pyinstaller/pyinstaller
43720;https://github.com/conlin-matt/SurfRCaT
43719;https://github.com/Ulises-ICM-UPC/UCalib
43718;https://github.com/mailemccann/coastalimagelib
43716;https://github.com/a-mitani/welford
43715;https://github.com/caiostringari/picoastal
43713;https://github.com/ElsevierSoftwareX/SOFTX_2020_236
43712;https://github.com/Coastal-Imaging-Research-Network/cBathy-Toolbox/
43710;https://github.com/cran/RStoolbox
43709;https://github.com/ElsevierSoftwareX/SOFTX_2020_170
43707;https://github.com/scottfr/simulation
43706;https://github.com/bpowers/simlin
43705;https://github.com/stochsd/stochsd/
43704;https://github.com/climateinteractive/SDEverywhere
43703;https://github.com/SDXorg/excels2vensim
43701;https://github.com/SDXorg/pysd
43700;https://github.com/unepwcmc/wdpa-statistics
43699;https://github.com/jeffreyhanson/global-protected-areas
43698;https://github.com/ropensci-archive/rwdpa
43697;https://github.com/frbcesab/worldpa
43696;https://github.com/ghislainv/pywdpa/
43695;https://github.com/cran/wdpar
43694;https://github.com/wildart/Evolutionary.jl
43693;https://github.com/jbrea/CMAEvolutionStrategy.jl
43692;https://github.com/jmejia8/Metaheuristics.jl
43691;https://github.com/limabrena/uavnoma
43690;https://github.com/cran/varImp
43689;https://github.com/belayb/bayesgmed
43687;https://github.com/UDST/urbansim
43683;https://github.com/tpetzoldt/antibioticR
43682;https://github.com/cran/epicontacts
43680;https://github.com/cran/AMR
43679;https://github.com/cran/odeintr
43678;https://github.com/cran/difNLR
43677;https://github.com/cran/calculus
43675;https://github.com/cran/BHSBVAR
43674;https://github.com/cran/BGVAR
43673;https://gitlab.com/openCFS/cfs
43672;https://github.com/Eomys/pyleecan
43670;https://github.com/cran/R6causal
43669;https://github.com/cran/cfid
43668;https://github.com/multiform-UoN/SECUReFOAM
43667;https://github.com/espitau/GALACTICS
43666;https://gitlab.com/raykzhao/gaussian
43664;https://github.com/yixuan/almond
43661;https://github.com/INFORMSJoC/2021.0096
43660;https://github.com/stefanch/sGDML
43659;https://github.com/infiniteopt/InfiniteOpt.jl
43658;https://github.com/mfalt/QPDAS.jl
43656;https://github.com/weymouth/DataDrivenGMG.jl
43655;https://github.com/cran/broom.mixed
43654;https://github.com/cran/bayesrules
43653;https://github.com/fmuni/openHFDIB
43651;https://github.com/cran/RobRegCC
43650;https://github.com/yicjia/DeepQuantreg
43649;https://github.com/geoscience-community-codes/GISMO
43648;https://github.com/ebenmichael/augsynth
43647;https://github.com/cran/hmmr
43646;https://github.com/pedrognicolau/ARbiascorrect-v1
43642;https://github.com/compxco/cql3d
43640;https://github.com/cran/iRoCoDe
43639;https://github.com/samjbaugh/bayesianheatcontentcode
43638;https://github.com/chipsalliance/rocket-chip
43636;https://github.com/pulp-platform/axi
43901;https://github.com/JuliaReach/LazySets.jl
43896;https://github.com/lip6/cosy
43895;https://www.github.com/V3du4rd0/AMCF
43894;https://github.com/evilsocket/pwnagotchi
43893;https://github.com/HumanCompatibleAI/imitation
43892;https://github.com/kengz/SLM-Lab
43891;https://github.com/tensorflow/agents
43890;https://github.com/jaberkow/WaveRL
43889;https://github.com/EdisonLeeeee/GraphGallery
43888;https://github.com/MrNuggelz/sklearn-lvq
43887;https://github.com/JonStargaryen/gmlvq
43886;https://github.com/rickvanveen/sklvq
43879;https://github.com/costa-group/iRankFinder
43878;https://github.com/klb2/qmkpy-datasets
43875;https://github.com/cran/DTRlearn2
43874;https://github.com/cran/polle
43873;https://github.com/cran/tramME
43872;https://github.com/cran/deepregression
43871;https://github.com/cran/tramvs
43870;https://github.com/cran/deeptrafo
43869;https://gitlab.com/ita-ml/pyispace
43868;https://gitlab.com/ita-ml/pyhard
43867;https://github.com/dbenielli/scikit-multimodallearn
43866;https://github.com/google-research/simclr
43865;https://github.com/plclub/metalib
43864;https://github.com/cran/ggQC
43863;https://github.com/cran/Markovchart
43862;https://github.com/cran/NetDA
43861;https://github.com/eschnett/Delaunay.jl
43860;https://github.com/ChrisFuelOR/NCNBD.jl
43859;https://github.com/bachrathyd/MDBM.jl
43858;https://github.com/LRydin/MFDFA
43857;https://github.com/dbstein/qfs
43856;https://github.com/Carol-seven/ionet
43855;https://github.com/cran/ExactMed
43854;https://github.com/cran/ppgmmga
43853;https://github.com/cran/rmi
43852;https://github.com/cran/MixedIndTests
43851;https://github.com/wangyg19/CMBProbe
43850;https://github.com/automl/SMAC3
43849;https://github.com/samorani/MatchingPPE
43848;https://github.com/stefanSCS/SHYqp
43846;https://github.com/ucns3d-team/UCNS3D
43844;https://github.com/microsoft/EconML
43843;https://github.com/DoubleML/doubleml-for-py
43842;https://github.com/nkarasiak/MuseoToolBox
43839;https://github.com/JoseMath/multiregeneration
43838;https://github.com/chriscoey/Hypatia.jl
43837;https://github.com/nickjcroucher/gubbins
43834;https://github.com/shenwei356/seqkit
43833;https://github.com/DHQP/SNVPhyl_Nextflow
43832;https://github.com/NorwegianVeterinaryInstitute/ALPPACA
43831;https://github.com/pyiron/pyiron
43829;https://github.com/ICAMS/strucscan
43828;https://github.com/aserg-ufmg/apidiff
43825;https://github.com/vdasu/lighter-r
43823;https://github.com/cran/dynamac
43822;https://github.com/cran/dLagM
43821;https://github.com/cran/ARDL
43820;https://github.com/cran/spatialreg
43819;https://github.com/cran/geostan
43818;https://gitlab.mpikg.mpg.de/curcuraci/bmiptools
43817;https://github.com/adanjoga/cvik-toolbox
43816;https://github.com/AP6YC/ClusterValidityIndices.jl
43815;https://github.com/hottbox/hottbox
43814;https://github.com/tensorly/viz
43813;https://github.com/cran/scoringutils
43812;https://github.com/cran/yardstick
43811;https://github.com/cran/Apsimx
43810;https://github.com/cran/cvms
43809;https://github.com/cran/hydroGOF
43808;https://github.com/cran/metrica
43807;https://github.com/henriquebecker91/GuillotineModels.jl
43805;https://github.com/jinhuang/hyperx
43804;https://github.com/coin-or/Gravity
43802;https://gitlab.com/smspp/smspp-project/
43800;https://github.com/c4v4/LKH3
43798;https://github.com/vaishna77/Lippmann_Schwinger_Solver
43797;https://github.com/Hokuto496/Decoding_Algorithms_of_monotone_codes_and_azinv_codes
43796;https://github.com/JPETTomography/j-pet-framework
43795;https://github.com/amaelkady/FM-2D
43793;https://github.com/texm/PReDIC
43792;https://github.com/basler/pypylon
43791;https://github.com/jcadf/iCorrVision_3D
43790;https://github.com/jcadf/iCorrVision_2D
43789;https://github.com/Water-End-Use-Dataset-Tools/WEUSEDTO
43788;https://github.com/nrosjat/dynamic-synchronization-toolbox
43787;https://github.com/LanceFiondella/C-SFRAT
43785;https://github.com/pymedphys/pymedphys
43784;https://github.com/cs-chan/ArtGAN
43783;https://github.com/wuhuikai/GP-GAN
43782;https://github.com/mmaiarocha/MRPy
43781;https://github.com/MatheusCarini/CESSIPy
43780;https://github.com/amaelkady/EaRL
43778;https://github.com/ecmwf/atlas
43776;https://gitlab.insa-rennes.fr/Jeremy.Omer/min-revorder
43774;https://github.com/cran/smoother
43773;https://github.com/cran/devEMF
43772;https://github.com/cran/takos
43771;https://github.com/ElsevierSoftwareX/SOFTX-D-21-00148
44182;https://github.com/QuantumBFS/YaoLang.jl
44181;https://github.com/QuantumBFS/ZXCalculus.jl
44180;https://github.com/QuantumBFS/YaoTensorNetwork.jl
44176;https://github.com/SciFracX/FractionalDiffEq.jl
44174;https://github.com/PublicHealthEngland/bayesint
44173;https://github.com/xroche/httrack
44172;https://github.com/BitLooter/htmlark
44170;https://github.com/gewethor/study-sandboxx
44169;https://github.com/meryemberradauwo/Rho
44168;https://github.com/textstat/textstat
44167;https://github.com/HLasse/TextDescriptives
44166;https://github.com/statismo/statismo
44164;https://github.com/pmgbergen/DarSIA
44163;https://github.com/cran/DImodels
44162;https://github.com/cran/tfarima
44161;https://github.com/cran/robustarima
44160;https://github.com/MITGameLab/OpenRelativity
44159;https://github.com/cran/lorentz
44158;https://github.com/Xiaojun-Zhu/BranchBoundforWSN
44156;https://github.com/abzemkoho/forecasting
44153;https://git.opencarp.org/openCARP
44152;https://github.com/cran/msae
44151;https://github.com/cran/saeME
44150;https://github.com/cran/saeeb
44149;https://github.com/jpazvd/fhsae
44148;https://github.com/institutefordiseasemodeling/covasim
44147;https://github.com/nilsvu/dgpy
44146;https://github.com/Jimmy-Lin/GeneralizedOptimalSparseDecisionTrees
44145;https://github.com/xiyanghu/OSDT
44144;https://github.com/cran/bsnsing
44142;https://github.com/oscar-system/Polymake.jl
44140;https://github.com/finsberg/pulse
44139;https://github.com/ComputationalPhysiology/simcardems
44137;https://github.com/arminbiere/scranfilize
44136;https://github.com/xinyuanc91/Gated-GAN
44135;https://github.com/tianlinxu312/dgcit
44134;https://github.com/ZhaoJJ0818/ILL-QGAN
44133;https://github.com/Sha-Lab/babywalk
44132;https://github.com/lil-lab/chalet
44131;https://github.com/haosulab/SAPIEN
44130;https://github.com/allenai/allenact
44129;https://github.com/facebookresearch/habitat-lab
44128;https://github.com/TorchCraft/TorchCraft
44127;https://github.com/askforalfred/alfred
44126;https://github.com/minosworld/minos
44124;https://github.com/xavierpuigf/virtualhome_unity
44123;https://github.com/alexa/teach
44121;https://github.com/ChengshuLi/HRL4IN
44120;https://github.com/StanfordVL/iGibson
44119;https://github.com/hyounghk/ArraMon
44118;https://gitlab.inria.fr/qparse/qparselib
44116;https://github.com/XinnuoXu/AggGen
44112;https://github.com/lgaborini/bayessource
44110;https://github.com/ghirensics/ghiro
44108;https://github.com/ImpulseAdventure/JPEGsnoop
44106;https://github.com/allenai/robothor-challenge
44103;https://github.com/tharindudr/MUDES
44102;https://github.com/eirikbloodaxe/franz/
44100;https://github.com/lindalee-inlab/MCM
44098;https://github.com/ciao-lang/lpdoc
44097;https://gitlab.com/hjortur/wendland-function-generator/
44096;https://github.com/JonathanSalwan/Triton
44095;https://github.com/illera88/Ponce
44094;https://github.com/NationalSecurityAgency/ghidra/
44091;https://github.com/industrial-optimization-group/DESDEO
44087;https://github.com/borzacchiello/seninja
44086;https://github.com/ElsevierSoftwareX/SOFTX-D-22-00144
44085;https://github.com/ftheberge/GraphMiningNotebooks
44084;https://github.com/dssg/aequitas
44080;https://github.com/ZheyuanLi/gps-vignettes/blob/main/gps2.pdf
44079;https://github.com/warrenjl/CWVSmix
44078;https://github.com/cran/slasso
44077;https://github.com/cran/stfit
44075;https://github.com/kessysalvatory/CoMoMo
44074;https://github.com/amadoudiogobarry/expectgee
44073;https://github.com/jvbfreitas/geeBP
44072;https://github.com/cran/OptimaRegion
44071;https://github.com/XiaoGuo-stat/Rclust
44070;https://github.com/fanne-stat/radviz3d/
44069;https://github.com/cran/gcdnet
44068;https://github.com/cran/miselect
44067;https://github.com/cran/gesso
44066;https://github.com/ruoqiyu/RBestMatch
44065;https://github.com/cran/QF
44064;https://github.com/cran/SLFPCA
44063;https://github.com/alisaab/l0bnb
44062;https://github.com/cran/RcmdrPlugin.DCCV
44061;https://github.com/cran/bigparallelr
44060;https://github.com/cran/bigstatsr
44059;https://github.com/cran/DCchoice
44058;https://github.com/cran/HDBRR
44057;https://github.com/IBCNServices/pyRDF2Vec
44056;https://github.com/fnielsen/wembedder
44055;https://github.com/tianhan4/paper2vec
44051;https://github.com/yangguorun/SegStereo
44050;https://github.com/cu-clear/verbnet
44046;https://github.com/leoxiaobin/CvT
44045;https://github.com/nex-mpi/nex-code
44040;https://github.com/googleinterns/IBRNet
43559;https://github.com/amadoudiogobarry/expectgee
42020;https://github.com/infer-actively/pymdp
42018;https://github.com/johnabel/gillespy
42017;https://github.com/nasa/MXMCPy
42000;https://github.com/mesoscale/mmsp
41999;https://docs.micress.rwth-aachen.de/7.1/index.html#references
41996;https://github.com/LinjianMa/AutoHOOT
41995;https://github.com/JuliaDiff/ChainRulesCore.jl
41993;https://github.com/paranumal/libparanumal
41991;https://github.com/mriesch-tum/mbsolve
41987;https://github.com/cran/DOSPortfolio
41986;https://github.com/cran/HDShOP
41984;https://github.com/JuntaoHuang/multiscale-chemical-reaction
41983;https://github.com/senresearch/MatrixLMnet.jl
41982;https://github.com/soyoungryu/BacID
41981;https://github.com/hank-nguyen/MBT-optimizer
41977;https://github.com/NatLibFi/Annif-corpora
41973;https://github.com/cran/MarketMatching
41972;https://github.com/cran/CausalMBSTS
41971;https://github.com/cran/mazeinda
41970;https://github.com/cran/hurdlr
41969;https://github.com/cran/bzinb
41968;https://github.com/cran/ZIBBSeqDiscovery
41967;https://github.com/cran/MetaLonDA
41966;https://github.com/cran/ZIBseq
41965;https://github.com/cran/rbtt
41964;https://github.com/cran/ziphsmm
41963;https://gitlab.crans.org/leger/wmixnet
41962;https://github.com/cran/AZIAD
41961;https://github.com/cran/tidync
41960;https://github.com/cran/ecmwfr
41958;https://github.com/cran/cubble
41957;https://github.com/cran/Bmix
41956;https://github.com/cran/bmixture
41955;https://github.com/cran/sbm
41954;https://github.com/mtrenti/NBODY6
41951;https://github.com/PrincetonUniversity/athena
41950;https://github.com/gandalfcode/gandalf
41948;https://gitlab.ethz.ch/okaraca/repop-toolbox
41946;https://github.com/speegled/fosdata
41945;https://github.com/isglobal-brge/MultiDataSet/
41944;https://github.com/waldronlab/MultiAssayExperiment
41943;https://github.com/Bioconductor/SummarizedExperiment
41938;https://github.com/mikelove/DESeq2
41937;https://github.com/kevinblighe/EnhancedVolcano
41936;https://github.com/StevenWingett/FastQ-Screen
41935;https://github.com/barafundle/poisson
41934;https://github.com/galacticusorg/galacticus
